NO2,station_code,pubtime 
25,1679A,2019/1/14 13:00
32,1690A,2019/1/14 13:00
32,1691A,2019/1/14 13:00
29,1692A,2019/1/14 13:00
16,1693A,2019/1/14 13:00
20,1694A,2019/1/14 13:00
15,1695A,2019/1/14 13:00
13,1696A,2019/1/14 13:00
15,1697A,2019/1/14 13:00
12,1698A,2019/1/14 13:00
18,1702A,2019/1/14 13:00
27,1703A,2019/1/14 13:00
26,1705A,2019/1/14 13:00
22,1706A,2019/1/14 13:00
25,1708A,2019/1/14 13:00
35,1709A,2019/1/14 13:00
29,1710A,2019/1/14 13:00
27,1711A,2019/1/14 13:00
40,1712A,2019/1/14 13:00
47,1713A,2019/1/14 13:00
43,1714A,2019/1/14 13:00
39,1718A,2019/1/14 13:00
30,1719A,2019/1/14 13:00
34,1720A,2019/1/14 13:00
25,1721A,2019/1/14 13:00
46,1723A,2019/1/14 13:00
49,1724A,2019/1/14 13:00
32,1725A,2019/1/14 13:00
26,1726A,2019/1/14 13:00
61,1727A,2019/1/14 13:00
60,1728A,2019/1/14 13:00
63,1730A,2019/1/14 13:00
54,1731A,2019/1/14 13:00
89,1733A,2019/1/14 13:00
90,1734A,2019/1/14 13:00
83,1735A,2019/1/14 13:00
92,1736A,2019/1/14 13:00
105,1737A,2019/1/14 13:00
50,1738A,2019/1/14 13:00
55,1739A,2019/1/14 13:00
46,1740A,2019/1/14 13:00
66,1741A,2019/1/14 13:00
54,1742A,2019/1/14 13:00
44,1743A,2019/1/14 13:00
19,1744A,2019/1/14 13:00
28,1745A,2019/1/14 13:00
13,1746A,2019/1/14 13:00
27,1748A,2019/1/14 13:00
28,1749A,2019/1/14 13:00
27,1750A,2019/1/14 13:00
28,1751A,2019/1/14 13:00
23,1752A,2019/1/14 13:00
28,1753A,2019/1/14 13:00
25,1754A,2019/1/14 13:00
74,1755A,2019/1/14 13:00
69,1756A,2019/1/14 13:00
58,1757A,2019/1/14 13:00
83,1758A,2019/1/14 13:00
45,1759A,2019/1/14 13:00
20,1760A,2019/1/14 13:00
85,1761A,2019/1/14 13:00
79,1762A,2019/1/14 13:00
78,1763A,2019/1/14 13:00
92,1764A,2019/1/14 13:00
85,1765A,2019/1/14 13:00
66,1766A,2019/1/14 13:00
61,1767A,2019/1/14 13:00
59,1768A,2019/1/14 13:00
,1769A,2019/1/14 13:00
58,1770A,2019/1/14 13:00
66,1771A,2019/1/14 13:00
49,1772A,2019/1/14 13:00
36,1773A,2019/1/14 13:00
36,1774A,2019/1/14 13:00
49,1775A,2019/1/14 13:00
28,1776A,2019/1/14 13:00
22,1778A,2019/1/14 13:00
20,1779A,2019/1/14 13:00
26,1780A,2019/1/14 13:00
30,1781A,2019/1/14 13:00
17,1782A,2019/1/14 13:00
32,1783A,2019/1/14 13:00
36,1784A,2019/1/14 13:00
38,1785A,2019/1/14 13:00
32,1786A,2019/1/14 13:00
33,1787A,2019/1/14 13:00
23,1788A,2019/1/14 13:00
30,1789A,2019/1/14 13:00
51,1790A,2019/1/14 13:00
35,1791A,2019/1/14 13:00
40,1792A,2019/1/14 13:00
39,1793A,2019/1/14 13:00
61,1794A,2019/1/14 13:00
47,1795A,2019/1/14 13:00
70,1796A,2019/1/14 13:00
56,1797A,2019/1/14 13:00
53,1798A,2019/1/14 13:00
51,1799A,2019/1/14 13:00
47,1800A,2019/1/14 13:00
48,1801A,2019/1/14 13:00
45,1802A,2019/1/14 13:00
38,1803A,2019/1/14 13:00
45,1804A,2019/1/14 13:00
34,1805A,2019/1/14 13:00
21,1806A,2019/1/14 13:00
45,1808A,2019/1/14 13:00
28,1809A,2019/1/14 13:00
,1810A,2019/1/14 13:00
72,1811A,2019/1/14 13:00
63,1812A,2019/1/14 13:00
79,1814A,2019/1/14 13:00
86,1815A,2019/1/14 13:00
76,1816A,2019/1/14 13:00
82,1817A,2019/1/14 13:00
43,1818A,2019/1/14 13:00
55,1819A,2019/1/14 13:00
54,1820A,2019/1/14 13:00
73,1822A,2019/1/14 13:00
44,1824A,2019/1/14 13:00
44,1825A,2019/1/14 13:00
52,1826A,2019/1/14 13:00
84,1828A,2019/1/14 13:00
89,1829A,2019/1/14 13:00
106,1830A,2019/1/14 13:00
44,1831A,2019/1/14 13:00
52,1832A,2019/1/14 13:00
49,1833A,2019/1/14 13:00
44,1834A,2019/1/14 13:00
98,1835A,2019/1/14 13:00
93,1836A,2019/1/14 13:00
96,1838A,2019/1/14 13:00
30,1839A,2019/1/14 13:00
35,1840A,2019/1/14 13:00
25,1841A,2019/1/14 13:00
21,1842A,2019/1/14 13:00
35,1843A,2019/1/14 13:00
44,1844A,2019/1/14 13:00
42,1845A,2019/1/14 13:00
32,1847A,2019/1/14 13:00
48,1848A,2019/1/14 13:00
47,1849A,2019/1/14 13:00
35,1850A,2019/1/14 13:00
43,1851A,2019/1/14 13:00
37,1852A,2019/1/14 13:00
33,1854A,2019/1/14 13:00
,1857A,2019/1/14 13:00
11,1862A,2019/1/14 13:00
85,1959A,2019/1/14 13:00
105,1960A,2019/1/14 13:00
104,1961A,2019/1/14 13:00
107,1962A,2019/1/14 13:00
71,1963A,2019/1/14 13:00
82,1964A,2019/1/14 13:00
70,1965A,2019/1/14 13:00
51,1966A,2019/1/14 13:00
,1967A,2019/1/14 13:00
75,1968A,2019/1/14 13:00
34,1969A,2019/1/14 13:00
33,1970A,2019/1/14 13:00
63,1971A,2019/1/14 13:00
75,1972A,2019/1/14 13:00
55,1973A,2019/1/14 13:00
47,1974A,2019/1/14 13:00
54,1975A,2019/1/14 13:00
38,1976A,2019/1/14 13:00
,1977A,2019/1/14 13:00
68,1978A,2019/1/14 13:00
40,1979A,2019/1/14 13:00
48,1980A,2019/1/14 13:00
40,1981A,2019/1/14 13:00
45,1982A,2019/1/14 13:00
34,1983A,2019/1/14 13:00
35,1984A,2019/1/14 13:00
70,1985A,2019/1/14 13:00
,1986A,2019/1/14 13:00
51,1987A,2019/1/14 13:00
44,1988A,2019/1/14 13:00
33,1989A,2019/1/14 13:00
47,1990A,2019/1/14 13:00
43,1991A,2019/1/14 13:00
44,1992A,2019/1/14 13:00
37,1993A,2019/1/14 13:00
45,1994A,2019/1/14 13:00
33,1995A,2019/1/14 13:00
25,1996A,2019/1/14 13:00
40,1997A,2019/1/14 13:00
34,1998A,2019/1/14 13:00
55,1999A,2019/1/14 13:00
58,2000A,2019/1/14 13:00
52,2001A,2019/1/14 13:00
40,2002A,2019/1/14 13:00
51,2003A,2019/1/14 13:00
71,2004A,2019/1/14 13:00
,2005A,2019/1/14 13:00
62,2006A,2019/1/14 13:00
45,2007A,2019/1/14 13:00
19,2008A,2019/1/14 13:00
,2009A,2019/1/14 13:00
33,2010A,2019/1/14 13:00
,2011A,2019/1/14 13:00
,2012A,2019/1/14 13:00
31,2013A,2019/1/14 13:00
46,2014A,2019/1/14 13:00
,2015A,2019/1/14 13:00
,2016A,2019/1/14 13:00
47,2017A,2019/1/14 13:00
24,2018A,2019/1/14 13:00
,2019A,2019/1/14 13:00
42,2031A,2019/1/14 13:00
25,2054A,2019/1/14 13:00
17,2064A,2019/1/14 13:00
24,2065A,2019/1/14 13:00
25,2066A,2019/1/14 13:00
28,2067A,2019/1/14 13:00
30,2068A,2019/1/14 13:00
33,2069A,2019/1/14 13:00
29,2070A,2019/1/14 13:00
26,2074A,2019/1/14 13:00
20,2075A,2019/1/14 13:00
68,2160A,2019/1/14 13:00
72,2161A,2019/1/14 13:00
73,2162A,2019/1/14 13:00
62,2163A,2019/1/14 13:00
81,2164A,2019/1/14 13:00
44,2165A,2019/1/14 13:00
15,2166A,2019/1/14 13:00
11,2167A,2019/1/14 13:00
23,2168A,2019/1/14 13:00
27,2169A,2019/1/14 13:00
20,2170A,2019/1/14 13:00
70,2171A,2019/1/14 13:00
60,2173A,2019/1/14 13:00
71,2174A,2019/1/14 13:00
48,2179A,2019/1/14 13:00
81,2180A,2019/1/14 13:00
77,2181A,2019/1/14 13:00
69,2182A,2019/1/14 13:00
15,2189A,2019/1/14 13:00
26,2190A,2019/1/14 13:00
13,2191A,2019/1/14 13:00
10,2192A,2019/1/14 13:00
12,2197A,2019/1/14 13:00
,2199A,2019/1/14 13:00
13,2200A,2019/1/14 13:00
5,2201A,2019/1/14 13:00
4,2202A,2019/1/14 13:00
5,2203A,2019/1/14 13:00
25,2207A,2019/1/14 13:00
30,2208A,2019/1/14 13:00
30,2209A,2019/1/14 13:00
33,2210A,2019/1/14 13:00
28,2211A,2019/1/14 13:00
38,2212A,2019/1/14 13:00
68,2213A,2019/1/14 13:00
65,2214A,2019/1/14 13:00
56,2215A,2019/1/14 13:00
51,2216A,2019/1/14 13:00
38,2217A,2019/1/14 13:00
43,2218A,2019/1/14 13:00
46,2219A,2019/1/14 13:00
31,2220A,2019/1/14 13:00
25,2221A,2019/1/14 13:00
26,2222A,2019/1/14 13:00
33,2223A,2019/1/14 13:00
29,2224A,2019/1/14 13:00
29,2225A,2019/1/14 13:00
25,2226A,2019/1/14 13:00
29,2227A,2019/1/14 13:00
20,2228A,2019/1/14 13:00
28,2229A,2019/1/14 13:00
36,2230A,2019/1/14 13:00
17,2231A,2019/1/14 13:00
33,2232A,2019/1/14 13:00
7,2233A,2019/1/14 13:00
16,2234A,2019/1/14 13:00
14,2235A,2019/1/14 13:00
11,2236A,2019/1/14 13:00
49,2237A,2019/1/14 13:00
56,2238A,2019/1/14 13:00
44,2239A,2019/1/14 13:00
95,2240A,2019/1/14 13:00
90,2241A,2019/1/14 13:00
54,2242A,2019/1/14 13:00
50,2243A,2019/1/14 13:00
26,2244A,2019/1/14 13:00
29,2245A,2019/1/14 13:00
32,2246A,2019/1/14 13:00
12,2247A,2019/1/14 13:00
21,2248A,2019/1/14 13:00
27,2249A,2019/1/14 13:00
42,2250A,2019/1/14 13:00
18,2251A,2019/1/14 13:00
27,2252A,2019/1/14 13:00
15,2253A,2019/1/14 13:00
19,2255A,2019/1/14 13:00
26,2256A,2019/1/14 13:00
28,2257A,2019/1/14 13:00
32,2258A,2019/1/14 13:00
20,2259A,2019/1/14 13:00
59,2260A,2019/1/14 13:00
28,2261A,2019/1/14 13:00
17,2262A,2019/1/14 13:00
48,2266A,2019/1/14 13:00
30,2267A,2019/1/14 13:00
29,2270A,2019/1/14 13:00
36,2271A,2019/1/14 13:00
31,2272A,2019/1/14 13:00
66,2273A,2019/1/14 13:00
37,2274A,2019/1/14 13:00
50,2275A,2019/1/14 13:00
14,2277A,2019/1/14 13:00
49,2278A,2019/1/14 13:00
39,2279A,2019/1/14 13:00
28,2280A,2019/1/14 13:00
7,2281A,2019/1/14 13:00
42,2282A,2019/1/14 13:00
37,2283A,2019/1/14 13:00
34,2284A,2019/1/14 13:00
39,2285A,2019/1/14 13:00
43,2286A,2019/1/14 13:00
36,2287A,2019/1/14 13:00
49,2288A,2019/1/14 13:00
42,2289A,2019/1/14 13:00
41,2290A,2019/1/14 13:00
48,2291A,2019/1/14 13:00
30,2292A,2019/1/14 13:00
,2294A,2019/1/14 13:00
27,2295A,2019/1/14 13:00
18,2296A,2019/1/14 13:00
16,2297A,2019/1/14 13:00
37,2298A,2019/1/14 13:00
31,2299A,2019/1/14 13:00
31,2300A,2019/1/14 13:00
20,2301A,2019/1/14 13:00
23,2303A,2019/1/14 13:00
6,2305A,2019/1/14 13:00
29,2306A,2019/1/14 13:00
31,2307A,2019/1/14 13:00
49,2308A,2019/1/14 13:00
56,2309A,2019/1/14 13:00
28,2310A,2019/1/14 13:00
26,2311A,2019/1/14 13:00
31,2312A,2019/1/14 13:00
60,2314A,2019/1/14 13:00
46,2315A,2019/1/14 13:00
68,2316A,2019/1/14 13:00
54,2317A,2019/1/14 13:00
79,2318A,2019/1/14 13:00
17,2319A,2019/1/14 13:00
13,2320A,2019/1/14 13:00
23,2321A,2019/1/14 13:00
19,2322A,2019/1/14 13:00
14,2323A,2019/1/14 13:00
18,2324A,2019/1/14 13:00
17,2325A,2019/1/14 13:00
18,2326A,2019/1/14 13:00
19,2327A,2019/1/14 13:00
6,2331A,2019/1/14 13:00
14,2332A,2019/1/14 13:00
12,2333A,2019/1/14 13:00
20,2334A,2019/1/14 13:00
15,2335A,2019/1/14 13:00
16,2336A,2019/1/14 13:00
27,2337A,2019/1/14 13:00
24,2338A,2019/1/14 13:00
39,2339A,2019/1/14 13:00
52,2340A,2019/1/14 13:00
49,2341A,2019/1/14 13:00
6,2342A,2019/1/14 13:00
8,2343A,2019/1/14 13:00
7,2344A,2019/1/14 13:00
16,2345A,2019/1/14 13:00
9,2346A,2019/1/14 13:00
12,2347A,2019/1/14 13:00
34,2348A,2019/1/14 13:00
22,2349A,2019/1/14 13:00
17,2350A,2019/1/14 13:00
20,2351A,2019/1/14 13:00
16,2352A,2019/1/14 13:00
18,2353A,2019/1/14 13:00
37,2354A,2019/1/14 13:00
36,2355A,2019/1/14 13:00
40,2356A,2019/1/14 13:00
18,2357A,2019/1/14 13:00
31,2358A,2019/1/14 13:00
23,2359A,2019/1/14 13:00
37,2360A,2019/1/14 13:00
36,2361A,2019/1/14 13:00
14,2362A,2019/1/14 13:00
23,2363A,2019/1/14 13:00
24,2364A,2019/1/14 13:00
28,2365A,2019/1/14 13:00
33,2366A,2019/1/14 13:00
27,2367A,2019/1/14 13:00
22,2368A,2019/1/14 13:00
29,2369A,2019/1/14 13:00
26,2370A,2019/1/14 13:00
24,2371A,2019/1/14 13:00
39,2373A,2019/1/14 13:00
45,2374A,2019/1/14 13:00
39,2375A,2019/1/14 13:00
28,2376A,2019/1/14 13:00
25,2377A,2019/1/14 13:00
35,2378A,2019/1/14 13:00
33,2379A,2019/1/14 13:00
17,2380A,2019/1/14 13:00
28,2381A,2019/1/14 13:00
26,2382A,2019/1/14 13:00
29,2383A,2019/1/14 13:00
27,2384A,2019/1/14 13:00
64,2385A,2019/1/14 13:00
38,2386A,2019/1/14 13:00
51,2387A,2019/1/14 13:00
47,2389A,2019/1/14 13:00
61,2390A,2019/1/14 13:00
74,2391A,2019/1/14 13:00
37,2392A,2019/1/14 13:00
36,2394A,2019/1/14 13:00
39,2395A,2019/1/14 13:00
40,2396A,2019/1/14 13:00
39,2398A,2019/1/14 13:00
24,2399A,2019/1/14 13:00
25,2400A,2019/1/14 13:00
22,2401A,2019/1/14 13:00
25,2402A,2019/1/14 13:00
47,2403A,2019/1/14 13:00
49,2404A,2019/1/14 13:00
45,2405A,2019/1/14 13:00
52,2406A,2019/1/14 13:00
37,2407A,2019/1/14 13:00
24,2408A,2019/1/14 13:00
26,2409A,2019/1/14 13:00
24,2410A,2019/1/14 13:00
29,2411A,2019/1/14 13:00
25,2420A,2019/1/14 13:00
22,2421A,2019/1/14 13:00
28,2422A,2019/1/14 13:00
60,2423A,2019/1/14 13:00
69,2424A,2019/1/14 13:00
58,2426A,2019/1/14 13:00
61,2427A,2019/1/14 13:00
17,2428A,2019/1/14 13:00
53,2431A,2019/1/14 13:00
46,2432A,2019/1/14 13:00
40,2433A,2019/1/14 13:00
32,2434A,2019/1/14 13:00
35,2435A,2019/1/14 13:00
,2436A,2019/1/14 13:00
51,2437A,2019/1/14 13:00
,2438A,2019/1/14 13:00
28,2439A,2019/1/14 13:00
35,2440A,2019/1/14 13:00
31,2441A,2019/1/14 13:00
8,2443A,2019/1/14 13:00
17,2444A,2019/1/14 13:00
40,2446A,2019/1/14 13:00
24,2447A,2019/1/14 13:00
30,2448A,2019/1/14 13:00
37,2449A,2019/1/14 13:00
37,2450A,2019/1/14 13:00
,2451A,2019/1/14 13:00
22,2452A,2019/1/14 13:00
22,2453A,2019/1/14 13:00
25,2456A,2019/1/14 13:00
32,2457A,2019/1/14 13:00
39,2458A,2019/1/14 13:00
35,2459A,2019/1/14 13:00
43,2460A,2019/1/14 13:00
39,2461A,2019/1/14 13:00
29,2462A,2019/1/14 13:00
37,2463A,2019/1/14 13:00
35,2464A,2019/1/14 13:00
38,2465A,2019/1/14 13:00
40,2466A,2019/1/14 13:00
23,2467A,2019/1/14 13:00
48,2468A,2019/1/14 13:00
39,2469A,2019/1/14 13:00
36,2470A,2019/1/14 13:00
45,2471A,2019/1/14 13:00
29,2472A,2019/1/14 13:00
30,2473A,2019/1/14 13:00
21,2474A,2019/1/14 13:00
30,2475A,2019/1/14 13:00
22,2476A,2019/1/14 13:00
30,2477A,2019/1/14 13:00
20,2478A,2019/1/14 13:00
36,2479A,2019/1/14 13:00
25,2480A,2019/1/14 13:00
27,2481A,2019/1/14 13:00
,2487A,2019/1/14 13:00
40,2488A,2019/1/14 13:00
36,2489A,2019/1/14 13:00
14,2490A,2019/1/14 13:00
44,2491A,2019/1/14 13:00
12,2495A,2019/1/14 13:00
15,2496A,2019/1/14 13:00
38,2497A,2019/1/14 13:00
21,2498A,2019/1/14 13:00
17,2514A,2019/1/14 13:00
16,2515A,2019/1/14 13:00
8,2842A,2019/1/14 13:00
71,2845A,2019/1/14 13:00
46,2846A,2019/1/14 13:00
74,2858A,2019/1/14 13:00
57,2859A,2019/1/14 13:00
70,2860A,2019/1/14 13:00
146,2862A,2019/1/14 13:00
67,2865A,2019/1/14 13:00
63,2866A,2019/1/14 13:00
48,2868A,2019/1/14 13:00
31,2869A,2019/1/14 13:00
45,2870A,2019/1/14 13:00
87,2871A,2019/1/14 13:00
66,2872A,2019/1/14 13:00
72,2873A,2019/1/14 13:00
20,2874A,2019/1/14 13:00
34,2875A,2019/1/14 13:00
94,2877A,2019/1/14 13:00
48,2878A,2019/1/14 13:00
44,2897A,2019/1/14 13:00
66,2900A,2019/1/14 13:00
59,2907A,2019/1/14 13:00
57,2916A,2019/1/14 13:00
71,2919A,2019/1/14 13:00
22,2920A,2019/1/14 13:00
52,2921A,2019/1/14 13:00
74,2922A,2019/1/14 13:00
50,2923A,2019/1/14 13:00
36,2929A,2019/1/14 13:00
44,2994A,2019/1/14 13:00
47,2996A,2019/1/14 13:00
35,2997A,2019/1/14 13:00
89,3000A,2019/1/14 13:00
82,3002A,2019/1/14 13:00
58,3003A,2019/1/14 13:00
25,3004A,2019/1/14 13:00
41,3005A,2019/1/14 13:00
34,3006A,2019/1/14 13:00
49,3008A,2019/1/14 13:00
62,3009A,2019/1/14 13:00
81,3010A,2019/1/14 13:00
28,3012A,2019/1/14 13:00
83,3018A,2019/1/14 13:00
74,3020A,2019/1/14 13:00
26,3021A,2019/1/14 13:00
71,3022A,2019/1/14 13:00
,3025A,2019/1/14 13:00
24,3026A,2019/1/14 13:00
12,3034A,2019/1/14 13:00
5,3035A,2019/1/14 13:00
40,3036A,2019/1/14 13:00
100,3039A,2019/1/14 13:00
36,3046A,2019/1/14 13:00
22,3048A,2019/1/14 13:00
51,3051A,2019/1/14 13:00
50,3054A,2019/1/14 13:00
51,3057A,2019/1/14 13:00
46,3058A,2019/1/14 13:00
72,3059A,2019/1/14 13:00
10,3061A,2019/1/14 13:00
98,3064A,2019/1/14 13:00
46,3066A,2019/1/14 13:00
40,3131A,2019/1/14 13:00
97,3132A,2019/1/14 13:00
40,3134A,2019/1/14 13:00
35,3138A,2019/1/14 13:00
38,3139A,2019/1/14 13:00
38,3140A,2019/1/14 13:00
44,3141A,2019/1/14 13:00
51,3147A,2019/1/14 13:00
42,3149A,2019/1/14 13:00
35,3151A,2019/1/14 13:00
51,3153A,2019/1/14 13:00
23,3164A,2019/1/14 13:00
94,3169A,2019/1/14 13:00
46,3173A,2019/1/14 13:00
70,3178A,2019/1/14 13:00
79,3185A,2019/1/14 13:00
32,3187A,2019/1/14 13:00
47,3188A,2019/1/14 13:00
39,3190A,2019/1/14 13:00
44,3191A,2019/1/14 13:00
39,3194A,2019/1/14 13:00
34,3195A,2019/1/14 13:00
137,1001A,2019/1/14 14:00
62,1002A,2019/1/14 14:00
136,1003A,2019/1/14 14:00
136,1004A,2019/1/14 14:00
128,1005A,2019/1/14 14:00
124,1006A,2019/1/14 14:00
117,1007A,2019/1/14 14:00
99,1008A,2019/1/14 14:00
60,1009A,2019/1/14 14:00
56,1010A,2019/1/14 14:00
109,1011A,2019/1/14 14:00
85,1012A,2019/1/14 14:00
40,1015A,2019/1/14 14:00
63,1017A,2019/1/14 14:00
57,1018A,2019/1/14 14:00
42,1019A,2019/1/14 14:00
58,1021A,2019/1/14 14:00
100,1023A,2019/1/14 14:00
57,1024A,2019/1/14 14:00
68,1026A,2019/1/14 14:00
35,1027A,2019/1/14 14:00
80,1029A,2019/1/14 14:00
125,1030A,2019/1/14 14:00
147,1031A,2019/1/14 14:00
134,1032A,2019/1/14 14:00
126,1033A,2019/1/14 14:00
132,1034A,2019/1/14 14:00
61,1035A,2019/1/14 14:00
65,1036A,2019/1/14 14:00
61,1037A,2019/1/14 14:00
50,1038A,2019/1/14 14:00
57,1039A,2019/1/14 14:00
53,1040A,2019/1/14 14:00
51,1041A,2019/1/14 14:00
107,1042A,2019/1/14 14:00
74,1043A,2019/1/14 14:00
76,1044A,2019/1/14 14:00
59,1046A,2019/1/14 14:00
63,1047A,2019/1/14 14:00
55,1048A,2019/1/14 14:00
52,1049A,2019/1/14 14:00
68,1050A,2019/1/14 14:00
65,1051A,2019/1/14 14:00
72,1052A,2019/1/14 14:00
70,1053A,2019/1/14 14:00
57,1054A,2019/1/14 14:00
65,1055A,2019/1/14 14:00
76,1056A,2019/1/14 14:00
8,1057A,2019/1/14 14:00
8,1059A,2019/1/14 14:00
8,1060A,2019/1/14 14:00
1,1061A,2019/1/14 14:00
55,1062A,2019/1/14 14:00
48,1063A,2019/1/14 14:00
53,1064A,2019/1/14 14:00
95,1065A,2019/1/14 14:00
54,1066A,2019/1/14 14:00
70,1067A,2019/1/14 14:00
84,1068A,2019/1/14 14:00
75,1070A,2019/1/14 14:00
60,1071A,2019/1/14 14:00
83,1072A,2019/1/14 14:00
75,1073A,2019/1/14 14:00
54,1074A,2019/1/14 14:00
50,1075A,2019/1/14 14:00
104,1077A,2019/1/14 14:00
80,1078A,2019/1/14 14:00
76,1079A,2019/1/14 14:00
104,1080A,2019/1/14 14:00
99,1081A,2019/1/14 14:00
36,1083A,2019/1/14 14:00
93,1084A,2019/1/14 14:00
80,1085A,2019/1/14 14:00
92,1086A,2019/1/14 14:00
89,1087A,2019/1/14 14:00
85,1088A,2019/1/14 14:00
82,1089A,2019/1/14 14:00
6,1090A,2019/1/14 14:00
20,1091A,2019/1/14 14:00
6,1092A,2019/1/14 14:00
4,1093A,2019/1/14 14:00
11,1094A,2019/1/14 14:00
14,1095A,2019/1/14 14:00
9,1096A,2019/1/14 14:00
15,1097A,2019/1/14 14:00
48,1098A,2019/1/14 14:00
48,1099A,2019/1/14 14:00
61,1100A,2019/1/14 14:00
64,1102A,2019/1/14 14:00
76,1103A,2019/1/14 14:00
58,1104A,2019/1/14 14:00
66,1105A,2019/1/14 14:00
57,1106A,2019/1/14 14:00
53,1108A,2019/1/14 14:00
35,1109A,2019/1/14 14:00
31,1110A,2019/1/14 14:00
22,1111A,2019/1/14 14:00
37,1112A,2019/1/14 14:00
23,1113A,2019/1/14 14:00
20,1114A,2019/1/14 14:00
28,1115A,2019/1/14 14:00
23,1116A,2019/1/14 14:00
32,1117A,2019/1/14 14:00
32,1118A,2019/1/14 14:00
63,1119A,2019/1/14 14:00
69,1120A,2019/1/14 14:00
60,1121A,2019/1/14 14:00
43,1122A,2019/1/14 14:00
55,1123A,2019/1/14 14:00
25,1124A,2019/1/14 14:00
26,1125A,2019/1/14 14:00
36,1126A,2019/1/14 14:00
34,1127A,2019/1/14 14:00
29,1128A,2019/1/14 14:00
63,1129A,2019/1/14 14:00
57,1130A,2019/1/14 14:00
47,1131A,2019/1/14 14:00
55,1132A,2019/1/14 14:00
74,1133A,2019/1/14 14:00
62,1134A,2019/1/14 14:00
76,1135A,2019/1/14 14:00
64,1136A,2019/1/14 14:00
75,1137A,2019/1/14 14:00
38,1138A,2019/1/14 14:00
51,1139A,2019/1/14 14:00
59,1140A,2019/1/14 14:00
45,1141A,2019/1/14 14:00
34,1142A,2019/1/14 14:00
38,1143A,2019/1/14 14:00
37,1144A,2019/1/14 14:00
29,1145A,2019/1/14 14:00
68,1146A,2019/1/14 14:00
46,1147A,2019/1/14 14:00
26,1148A,2019/1/14 14:00
24,1149A,2019/1/14 14:00
25,1150A,2019/1/14 14:00
69,1151A,2019/1/14 14:00
63,1152A,2019/1/14 14:00
62,1153A,2019/1/14 14:00
58,1154A,2019/1/14 14:00
,1155A,2019/1/14 14:00
61,1156A,2019/1/14 14:00
71,1157A,2019/1/14 14:00
52,1158A,2019/1/14 14:00
47,1159A,2019/1/14 14:00
76,1160A,2019/1/14 14:00
83,1161A,2019/1/14 14:00
65,1162A,2019/1/14 14:00
65,1163A,2019/1/14 14:00
74,1164A,2019/1/14 14:00
75,1165A,2019/1/14 14:00
66,1166A,2019/1/14 14:00
37,1167A,2019/1/14 14:00
16,1168A,2019/1/14 14:00
25,1169A,2019/1/14 14:00
10,1170A,2019/1/14 14:00
25,1171A,2019/1/14 14:00
19,1172A,2019/1/14 14:00
63,1173A,2019/1/14 14:00
32,1177A,2019/1/14 14:00
41,1178A,2019/1/14 14:00
34,1180A,2019/1/14 14:00
43,1181A,2019/1/14 14:00
44,1182A,2019/1/14 14:00
,1184A,2019/1/14 14:00
39,1186A,2019/1/14 14:00
,1187A,2019/1/14 14:00
56,1188A,2019/1/14 14:00
59,1189A,2019/1/14 14:00
38,1190A,2019/1/14 14:00
50,1191A,2019/1/14 14:00
55,1192A,2019/1/14 14:00
51,1193A,2019/1/14 14:00
63,1194A,2019/1/14 14:00
38,1195A,2019/1/14 14:00
84,1196A,2019/1/14 14:00
72,1200A,2019/1/14 14:00
53,1201A,2019/1/14 14:00
34,1203A,2019/1/14 14:00
49,1204A,2019/1/14 14:00
52,1205A,2019/1/14 14:00
36,1206A,2019/1/14 14:00
28,1207A,2019/1/14 14:00
42,1209A,2019/1/14 14:00
27,1210A,2019/1/14 14:00
42,1211A,2019/1/14 14:00
32,1212A,2019/1/14 14:00
33,1213A,2019/1/14 14:00
44,1214A,2019/1/14 14:00
27,1215A,2019/1/14 14:00
21,1216A,2019/1/14 14:00
16,1218A,2019/1/14 14:00
39,1220A,2019/1/14 14:00
44,1221A,2019/1/14 14:00
61,1223A,2019/1/14 14:00
74,1224A,2019/1/14 14:00
29,1225A,2019/1/14 14:00
62,1226A,2019/1/14 14:00
65,1227A,2019/1/14 14:00
64,1228A,2019/1/14 14:00
82,1229A,2019/1/14 14:00
79,1230A,2019/1/14 14:00
47,1231A,2019/1/14 14:00
70,1232A,2019/1/14 14:00
62,1233A,2019/1/14 14:00
78,1234A,2019/1/14 14:00
74,1235A,2019/1/14 14:00
67,1236A,2019/1/14 14:00
80,1237A,2019/1/14 14:00
66,1239A,2019/1/14 14:00
83,1240A,2019/1/14 14:00
69,1241A,2019/1/14 14:00
48,1242A,2019/1/14 14:00
54,1243A,2019/1/14 14:00
67,1244A,2019/1/14 14:00
43,1245A,2019/1/14 14:00
65,1246A,2019/1/14 14:00
64,1247A,2019/1/14 14:00
67,1250A,2019/1/14 14:00
72,1252A,2019/1/14 14:00
72,1253A,2019/1/14 14:00
45,1255A,2019/1/14 14:00
50,1256A,2019/1/14 14:00
46,1257A,2019/1/14 14:00
60,1258A,2019/1/14 14:00
18,1259A,2019/1/14 14:00
25,1260A,2019/1/14 14:00
49,1262A,2019/1/14 14:00
45,1263A,2019/1/14 14:00
32,1264A,2019/1/14 14:00
28,1265A,2019/1/14 14:00
38,1266A,2019/1/14 14:00
26,1267A,2019/1/14 14:00
36,1268A,2019/1/14 14:00
28,1269A,2019/1/14 14:00
65,1270A,2019/1/14 14:00
60,1271A,2019/1/14 14:00
41,1272A,2019/1/14 14:00
49,1273A,2019/1/14 14:00
61,1274A,2019/1/14 14:00
